iter	Passed	Remaining
1323	107686	54982
1324	107768	54901
1325	107858	54823
1326	107950	54748
1327	108038	54670
1328	108123	54590
1329	108198	54506
1330	108275	54422
1331	108345	54335
1332	108413	54247
1333	108482	54160
1334	108551	54072
1335	108628	53988
1336	108701	53903
1337	108775	53818
1338	108861	53739
1339	108929	53651
1340	109003	53567
1341	109079	53483
1342	109150	53396
1343	109220	53309
1344	109293	53224
1345	109358	53135
1346	109423	53046
1347	109497	52961
1348	109569	52876
1349	109645	52792
1350	109716	52706
1351	109803	52627
1352	109895	52551
1353	109967	52466
1354	110039	52380
1355	110106	52292
1356	110176	52205
1357	110249	52121
1358	110322	52035
1359	110390	51948
1360	110464	51864
1361	110533	51777
1362	110605	51691
1363	110672	51603
1364	110740	51516
1365	110829	51439
1366	110922	51363
1367	111002	51281
1368	111087	51202
1369	111162	51118
1370	111230	51031
1371	111299	50944
1372	111370	50858
1373	111445	50775
1374	111513	50688
1375	111589	50604
1376	111660	50518
1377	111735	50435
1378	111829	50359
1379	111915	50280
1380	112006	50204
1381	112089	50123
1382	112165	50040
1383	112241	49957
1384	112307	49869
1385	112378	49783
1386	112448	49697
1387	112520	49612
1388	112589	49526
1389	112661	49441
1390	112731	49355
1391	112813	49275
1392	112905	49198
1393	112988	49118
1394	113062	49034
1395	113130	48947
1396	113198	48861
1397	113268	48775
1398	113343	48691
1399	113414	48606
1400	113483	48520
1401	113554	48434
1402	113625	48349
1403	113692	48262
1404	113767	48179
1405	113852	48099
1406	113939	48021
1407	114009	47935
1408	114077	47849
1409	114155	47766
1410	114221	47680
1411	114293	47595
1412	114366	47510
1413	114433	47424
1414	114501	47338
1415	114574	47253
1416	114651	47171
1417	114729	47089
1418	114836	47019
1419	114921	46939
1420	115012	46862
1421	115087	46779
1422	115157	46694
1423	115229	46609
1424	115304	46526
1425	115379	46442
1426	115452	46359
1427	115535	46278
1428	115614	46197
1429	115664	46104
1430	115741	46021
1431	115822	45940
1432	115910	45862
1433	116003	45786
1434	116074	45701
1435	116148	45618
1436	116225	45535
1437	116302	45453
1438	116369	45367
1439	116441	45282
1440	116513	45198
1441	116585	45114
